0.7391745347604228,-1.1625565294889384
0.6950156560242249,-1.5548536856440478
0.6559035062864496,-1.7651930772481137
0.6139525714870615,-1.8875494249878102
0.5726324778124763,-1.9676486835596734
0.5291044402010812,-2.027880803194421
0.48557640258968604,-2.0792830833015614
0.4442563089151008,-2.1228015781161957
0.40388247692771984,-2.1666354243425303
0.3625623832531346,-2.207000405040162
0.3215577101409508,-2.251149602678197
0.27960677534156275,-2.288045717847126
0.24112546672859025,-2.3268339414862567
0.2010670553036107,-2.3649914623019868
0.16100864387863112,-2.4012568746475154
0.12568154088967276,-2.4359455299345427
0.08909275565110875,-2.4734723479268723
0.05250397041254473,-2.511314517330902
0.014338082361973647,-2.547895281088131
-0.022876527604239527,-2.581007179316657
-0.05851123712636763,-2.616326537427085
-0.09288454100169474,-2.6488077328322106
-0.1294653047589236,-2.6828656852958375
-0.1644693114576512,-2.7144008264658623
-0.20168077803828055,-2.748143427517789
-0.2376308389721089,-2.7803092715112143
-0.27358089990593726,-2.816890035268443
-0.31173842072166735,-2.849686582085269
-0.34674242742039496,-2.885321291607397
-0.3864767052946263,-2.919379244071024
-0.4233728204635554,-2.956275359239953
-0.45932288139738375,-2.991910068762081
-0.5000032135067158,-3.0291215353427106
-0.5375300314990454,-3.0682251103935414
-0.5753722009030753,-3.1016523600337678
-0.6182599928943091,-3.136341015320795
-0.6579942707685404,-3.175444590371626
-0.6986746028778725,-3.214548165422457
-0.7377781779287034,-3.2508135777679854
-0.779089212861436,-3.2886557471720153
-0.8191388421473675,-3.3271286193994456
-0.8607652284918004,-3.363078680333274
-0.9014455606011325,-3.404705066677707
-0.9449640554157668,-3.441601181846636
-0.9840676304665976,-3.482281513955968
-1.026324719634431,-3.523907900300401
-1.0638515376267605,-3.5614347182927304
-1.1054779239711934,-3.5970694278148585
-1.1439507961986237,-3.6349115972188883
-1.1843157768962556,-3.6705463067410165
-1.2224732977119857,-3.7087038275567465
-1.2628382784096175,-3.743392482843774
-1.297842285108345,-3.7796578951893025
-1.3359998059240752,-3.813400496241229
-1.371319164034503,-3.850296611410158
-1.4082152792034321,-3.883093158226984
-1.441011826020258,-3.9190432191608124
-1.4801154010710889,-3.951209063154238
-1.5122812450645142,-3.9836902585593634
-1.5485466574100428,-4.01774821102299
-1.5819739070502692,-4.051490812074917
-1.6163472109255963,-4.0801877905396395
-1.6494591091541224,-4.114561094414967
-1.6854091700879508,-4.1460962355849915
-1.7194671225515776,-4.177316025343316
-1.7547864806620055,-4.208851166513341
-1.7863216218320304,-4.247954741564172
-1.825109845471161,-4.277597774263995
-1.860744554993289,-4.310709672492521
-1.8951178588686162,-4.341929462250846
-1.9288604599205428,-4.374726009067672
-1.9682793863830739,-4.4072072044727975
-2.0029680416701012,-4.442211211171525
-2.044594428014534,-4.478791974928754
-2.078967731889861,-4.5125345759806805
-2.119332712587493,-4.546907879856008
-2.155913476344722,-4.583803995024937
-2.196593808454054,-4.617546596076863
-2.233489923622983,-4.654127359834092
-2.2744856071440154,-4.690708123591321
-2.3126431279597455,-4.731388455700653
-2.357738379832881,-4.7648157053408795
-2.393057737943309,-4.802342523333209
-2.4340534214643412,-4.8370311786202365
-2.472841645103472,-4.874873348024266
-2.512260571566003,-4.909562003311294
-2.5497873895583325,-4.947088821303623
-2.5904677216676646,-4.979570016708749
-2.6257870797780924,-5.016150780465978
-2.6664674118874245,-5.049578030106204
-2.699894661527651,-5.084582036804932
-2.7415210478720837,-5.118639989268559
-2.7755790003357106,-5.153013293143886
-2.8112137098578387,-5.18423308290221
-2.845902365144866,-5.217660332542437
-2.8809063718435937,-5.24698801383056
-2.9140182700721198,-5.278838506412285
-2.949968331005948,-5.309742944758909
-2.980242066529172,-5.341278085928934
-3.016822830286401,-5.372813227098959
-3.048673322868126,-5.401194854151981
-3.081785221096652,-5.431153238263505
-3.112374308031576,-5.461111622375029
-3.1480090175537043,-5.489808600839751
-3.1785981044886285,-5.519451633539575
-3.2151788682458573,-5.548148612004297
-3.245452603769081,-5.5787376989392214
-3.28203336752631,-5.608696083050745
-3.313883860108035,-5.6396005213973694
-3.3507799752769643,-5.668928202685493
-3.3813690622118884,-5.699832641032117
-3.4195265830276185,-5.730737079378741
-3.4535845354912453,-5.762902923372167
-3.4907960020718747,-5.793492010307091
-3.5248539545355015,-5.826919259947317
-3.564903583821433,-5.861923266646045
-3.5995922391084605,-5.894719813462871
-3.6412186254528933,-5.925939603221195
-3.674015172269719,-5.960312907096522
-3.7137494501439505,-5.9921633996782475
-3.749699511077779,-6.025275297906774
-3.791641248833912,-6.058702547547
-3.8263299041209393,-6.094337257069128
-3.8682716418770724,-6.1277645067093545
-3.9032756485758,-6.162137810584682
-3.9420638722149306,-6.195880411636608
-3.976752527501958,-6.228676958453434
-4.014910048317688,-6.262419559505361
-4.051175460663217,-6.2952161063221865
-4.088702278655546,-6.326120544668811
-4.121498825472372,-6.357971037250536
-4.160287049111503,-6.386668015715259
-4.192137541693228,-6.4194645625320845
-4.229033656862157,-6.447846189585107
-4.259938095208781,-6.478435276520031
-4.293365344849008,-6.506186200749653
-4.322693026137131,-6.534883179214376
